domain,cohort,task,model,train_input,test_or_condition,metric,estimate,point,ci_lower,ci_upper,formatted_95ci,n_subjects,n_seeds,n_bootstrap,source_file
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,flattened,accuracy,flattened,0.691479,0.668977,0.714062,"0.691 [0.669, 0.714]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,retention_sham,accuracy,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,retention_aperiodic,accuracy,retention_aperiodic,1.002650,0.991856,1.014116,"1.003 [0.992, 1.014]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,retention_flattened,accuracy,retention_flattened,1.014840,0.999136,1.029943,"1.015 [0.999, 1.030]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,drop_sham,accuracy,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,drop_aperiodic,accuracy,drop_aperiodic,-0.001806,-0.009582,0.005601,"-0.002 [-0.010, 0.006]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
PhysioNet MI,109-subject cohort,imagined_left_vs_right_fist,deep4,,drop_flattened,accuracy,drop_flattened,-0.010112,-0.020401,0.000587,"-0.010 [-0.020, 0.001]",109,3,10000,reports/tables/physionet_mi_multiseed_neural_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,full_log_psd,balanced_accuracy,performance,0.751659,0.708499,0.792639,"0.752 [0.708, 0.793]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,full_log_psd,macro_f1,performance,0.752812,0.709315,0.793748,"0.753 [0.709, 0.794]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,full_log_psd,accuracy,performance,0.756149,0.715868,0.795756,"0.756 [0.716, 0.796]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,aperiodic_spectrum,balanced_accuracy,performance,0.588021,0.554693,0.619906,"0.588 [0.555, 0.620]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,aperiodic_spectrum,macro_f1,performance,0.530832,0.491560,0.569754,"0.531 [0.492, 0.570]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,aperiodic_spectrum,accuracy,performance,0.563827,0.527041,0.600259,"0.564 [0.527, 0.600]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,flattened_log_psd,balanced_accuracy,performance,0.591203,0.565700,0.617387,"0.591 [0.566, 0.617]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,flattened_log_psd,macro_f1,performance,0.536346,0.495752,0.577850,"0.536 [0.496, 0.578]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,flattened_log_psd,accuracy,performance,0.620839,0.588714,0.652818,"0.621 [0.589, 0.653]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,full_log_psd,balanced_accuracy,performance,0.720892,0.675136,0.763417,"0.721 [0.675, 0.763]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,full_log_psd,macro_f1,performance,0.719614,0.674362,0.761887,"0.720 [0.674, 0.762]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,full_log_psd,accuracy,performance,0.720258,0.676483,0.763233,"0.720 [0.676, 0.763]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,aperiodic_spectrum,balanced_accuracy,performance,0.710538,0.667092,0.753893,"0.711 [0.667, 0.754]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,aperiodic_spectrum,macro_f1,performance,0.711465,0.665692,0.753227,"0.711 [0.666, 0.753]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,aperiodic_spectrum,accuracy,performance,0.717326,0.674254,0.759134,"0.717 [0.674, 0.759]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,flattened_log_psd,balanced_accuracy,performance,0.500303,0.499899,0.501004,"0.500 [0.500, 0.501]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,flattened_log_psd,macro_f1,performance,0.350944,0.339858,0.361835,"0.351 [0.340, 0.362]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,flattened_log_psd,accuracy,performance,0.539176,0.513165,0.564412,"0.539 [0.513, 0.564]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,flattened_log_psd,full_log_psd,balanced_accuracy,performance,0.632654,0.595826,0.670825,"0.633 [0.596, 0.671]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,flattened_log_psd,full_log_psd,macro_f1,performance,0.605728,0.553215,0.654830,"0.606 [0.553, 0.655]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,flattened_log_psd,full_log_psd,accuracy,performance,0.656839,0.619436,0.694266,"0.657 [0.619, 0.694]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,flattened_log_psd,aperiodic_spectrum,balanced_accuracy,performance,0.505603,0.499760,0.513064,"0.506 [0.500, 0.513]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,flattened_log_psd,aperiodic_spectrum,macro_f1,performance,0.371130,0.356536,0.387384,"0.371 [0.357, 0.387]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,flattened_log_psd,aperiodic_spectrum,accuracy,performance,0.543248,0.518741,0.566830,"0.543 [0.519, 0.567]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,flattened_log_psd,flattened_log_psd,balanced_accuracy,performance,0.723924,0.682686,0.762462,"0.724 [0.683, 0.762]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,flattened_log_psd,flattened_log_psd,macro_f1,performance,0.724714,0.683759,0.764564,"0.725 [0.684, 0.765]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,flattened_log_psd,flattened_log_psd,accuracy,performance,0.727860,0.687975,0.765357,"0.728 [0.688, 0.765]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,aperiodic_spectrum,balanced_accuracy,drop::aperiodic_spectrum,0.163638,0.121920,0.204333,"0.164 [0.122, 0.204]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,aperiodic_spectrum,balanced_accuracy,retention::aperiodic_spectrum,0.782298,0.737390,0.832407,"0.782 [0.737, 0.832]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,aperiodic_spectrum,macro_f1,drop::aperiodic_spectrum,0.221979,0.174738,0.267537,"0.222 [0.175, 0.268]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,aperiodic_spectrum,macro_f1,retention::aperiodic_spectrum,0.705133,0.654544,0.760377,"0.705 [0.655, 0.760]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,aperiodic_spectrum,accuracy,drop::aperiodic_spectrum,0.192322,0.148003,0.236498,"0.192 [0.148, 0.236]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,aperiodic_spectrum,accuracy,retention::aperiodic_spectrum,0.745656,0.695035,0.798407,"0.746 [0.695, 0.798]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,flattened_log_psd,balanced_accuracy,drop::flattened_log_psd,0.160456,0.124662,0.196620,"0.160 [0.125, 0.197]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,flattened_log_psd,balanced_accuracy,retention::flattened_log_psd,0.786531,0.748985,0.827005,"0.787 [0.749, 0.827]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,flattened_log_psd,macro_f1,drop::flattened_log_psd,0.216466,0.174465,0.258333,"0.216 [0.174, 0.258]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,flattened_log_psd,macro_f1,retention::flattened_log_psd,0.712457,0.663206,0.761798,"0.712 [0.663, 0.762]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,flattened_log_psd,accuracy,drop::flattened_log_psd,0.135310,0.095506,0.174534,"0.135 [0.096, 0.175]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,"full v3.0.1 PSD ridge, SpecParam decomposition",tuab_normal_vs_abnormal,ridge,full_log_psd,flattened_log_psd,accuracy,retention::flattened_log_psd,0.821054,0.776264,0.868802,"0.821 [0.776, 0.869]",253,,10000,results/tuab_full_v3_0_1/psd_interventions_specparam/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,full_log_psd,full_log_psd,balanced_accuracy,performance,0.715337,0.663129,0.765719,"0.715 [0.663, 0.766]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,full_log_psd,full_log_psd,macro_f1,performance,0.708917,0.653347,0.759285,"0.709 [0.653, 0.759]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,full_log_psd,full_log_psd,accuracy,performance,0.708983,0.655348,0.761392,"0.709 [0.655, 0.761]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,full_log_psd,aperiodic_spectrum,balanced_accuracy,performance,0.567358,0.525090,0.609049,"0.567 [0.525, 0.609]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,full_log_psd,aperiodic_spectrum,macro_f1,performance,0.536472,0.485274,0.586863,"0.536 [0.485, 0.587]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,full_log_psd,aperiodic_spectrum,accuracy,performance,0.600092,0.553628,0.646553,"0.600 [0.554, 0.647]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,full_log_psd,flattened_log_psd,balanced_accuracy,performance,0.567733,0.543830,0.592947,"0.568 [0.544, 0.593]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,full_log_psd,flattened_log_psd,macro_f1,performance,0.455725,0.410934,0.502947,"0.456 [0.411, 0.503]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,full_log_psd,flattened_log_psd,accuracy,performance,0.524091,0.484920,0.563694,"0.524 [0.485, 0.564]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,full_log_psd,balanced_accuracy,performance,0.684044,0.628668,0.737100,"0.684 [0.629, 0.737]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,full_log_psd,macro_f1,performance,0.684098,0.627027,0.737184,"0.684 [0.627, 0.737]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,full_log_psd,accuracy,performance,0.687697,0.629130,0.742410,"0.688 [0.629, 0.742]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,aperiodic_spectrum,balanced_accuracy,performance,0.712055,0.659428,0.762373,"0.712 [0.659, 0.762]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,aperiodic_spectrum,macro_f1,performance,0.702871,0.648697,0.754009,"0.703 [0.649, 0.754]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,aperiodic_spectrum,accuracy,performance,0.702912,0.649490,0.753677,"0.703 [0.649, 0.754]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,flattened_log_psd,balanced_accuracy,performance,0.500000,0.500000,0.500000,"0.500 [0.500, 0.500]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,flattened_log_psd,macro_f1,performance,0.309069,0.295136,0.322795,"0.309 [0.295, 0.323]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched PSD ridge,tuab_normal_vs_abnormal,ridge,aperiodic_spectrum,flattened_log_psd,accuracy,performance,0.447322,0.418900,0.476366,"0.447 [0.419, 0.476]",174,,10000,results/tuab_full_v3_0_1/age_matched/psd_interventions_specparam_tuab_full_age_sex_matched_caliper5/tuab_psd_intervention_subject_bootstrap.csv
