domain,cohort,task,model,train_input,test_or_condition,metric,estimate,point,ci_lower,ci_upper,formatted_95ci,n_subjects,n_seeds,n_bootstrap,source_file
TUAB,full v3.0.1 neural multiseed,tuab_normal_vs_abnormal,deep4,,drop_sham,accuracy,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",253,3,10000,reports/tables/tuab_full_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 neural multiseed,tuab_normal_vs_abnormal,deep4,,drop_aperiodic,accuracy,drop_aperiodic,0.241790,0.174864,0.307293,"0.242 [0.175, 0.307]",253,3,10000,reports/tables/tuab_full_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 neural multiseed,tuab_normal_vs_abnormal,deep4,,drop_flattened,accuracy,drop_flattened,0.129073,0.075636,0.183625,"0.129 [0.076, 0.184]",253,3,10000,reports/tables/tuab_full_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,baseline,balanced_accuracy,baseline,0.739647,0.687850,0.789061,"0.740 [0.688, 0.789]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,sham,balanced_accuracy,sham,0.739647,0.687850,0.789061,"0.740 [0.688, 0.789]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,aperiodic,balanced_accuracy,aperiodic,0.586661,0.499286,0.671030,"0.587 [0.499, 0.671]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,flattened,balanced_accuracy,flattened,0.653060,0.581648,0.720380,"0.653 [0.582, 0.720]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,retention_sham,balanced_accuracy,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.793163,0.683704,0.908947,"0.793 [0.684, 0.909]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,retention_flattened,balanced_accuracy,retention_flattened,0.882934,0.792640,0.983501,"0.883 [0.793, 0.984]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,drop_sham,balanced_accuracy,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.152986,0.066131,0.235897,"0.153 [0.066, 0.236]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,drop_flattened,balanced_accuracy,drop_flattened,0.086588,0.011818,0.156259,"0.087 [0.012, 0.156]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,baseline,macro_f1,baseline,0.392979,0.368916,0.415691,"0.393 [0.369, 0.416]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,sham,macro_f1,sham,0.392979,0.368916,0.415691,"0.393 [0.369, 0.416]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,aperiodic,macro_f1,aperiodic,0.318537,0.271620,0.363158,"0.319 [0.272, 0.363]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,flattened,macro_f1,flattened,0.341636,0.306346,0.374985,"0.342 [0.306, 0.375]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,retention_sham,macro_f1,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,retention_aperiodic,macro_f1,retention_aperiodic,0.810571,0.693181,0.933246,"0.811 [0.693, 0.933]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,retention_flattened,macro_f1,retention_flattened,0.869350,0.792940,0.952995,"0.869 [0.793, 0.953]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,drop_sham,macro_f1,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,drop_aperiodic,macro_f1,drop_aperiodic,0.074442,0.025435,0.122044,"0.074 [0.025, 0.122]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,drop_flattened,macro_f1,drop_flattened,0.051343,0.018097,0.082113,"0.051 [0.018, 0.082]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,baseline,accuracy,baseline,0.739647,0.688705,0.789601,"0.740 [0.689, 0.790]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,sham,accuracy,sham,0.739647,0.688705,0.789601,"0.740 [0.689, 0.790]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,aperiodic,accuracy,aperiodic,0.586661,0.502305,0.670229,"0.587 [0.502, 0.670]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,flattened,accuracy,flattened,0.653060,0.582541,0.719304,"0.653 [0.583, 0.719]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,retention_sham,accuracy,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,retention_aperiodic,accuracy,retention_aperiodic,0.793163,0.684649,0.905857,"0.793 [0.685, 0.906]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,retention_flattened,accuracy,retention_flattened,0.882934,0.794900,0.982449,"0.883 [0.795, 0.982]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,drop_sham,accuracy,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,drop_aperiodic,accuracy,drop_aperiodic,0.152986,0.067278,0.236061,"0.153 [0.067, 0.236]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,eegnet,,drop_flattened,accuracy,drop_flattened,0.086588,0.012483,0.154394,"0.087 [0.012, 0.154]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,baseline,balanced_accuracy,baseline,0.757886,0.708166,0.806958,"0.758 [0.708, 0.807]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,sham,balanced_accuracy,sham,0.757886,0.708166,0.806958,"0.758 [0.708, 0.807]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,aperiodic,balanced_accuracy,aperiodic,0.601869,0.537037,0.665234,"0.602 [0.537, 0.665]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,flattened,balanced_accuracy,flattened,0.675878,0.613941,0.735665,"0.676 [0.614, 0.736]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,retention_sham,balanced_accuracy,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.794142,0.707687,0.880819,"0.794 [0.708, 0.881]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,retention_flattened,balanced_accuracy,retention_flattened,0.891794,0.812055,0.973627,"0.892 [0.812, 0.974]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,drop_sham,balanced_accuracy,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.156017,0.087756,0.226372,"0.156 [0.088, 0.226]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,drop_flattened,balanced_accuracy,drop_flattened,0.082008,0.019286,0.144972,"0.082 [0.019, 0.145]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,baseline,macro_f1,baseline,0.403120,0.380378,0.424518,"0.403 [0.380, 0.425]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,sham,macro_f1,sham,0.403120,0.380378,0.424518,"0.403 [0.380, 0.425]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,aperiodic,macro_f1,aperiodic,0.325955,0.293715,0.356867,"0.326 [0.294, 0.357]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,flattened,macro_f1,flattened,0.353758,0.324034,0.382699,"0.354 [0.324, 0.383]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,retention_sham,macro_f1,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,retention_aperiodic,macro_f1,retention_aperiodic,0.808581,0.729342,0.888888,"0.809 [0.729, 0.889]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,retention_flattened,macro_f1,retention_flattened,0.877550,0.806160,0.947923,"0.878 [0.806, 0.948]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,drop_sham,macro_f1,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,drop_aperiodic,macro_f1,drop_aperiodic,0.077165,0.043747,0.110872,"0.077 [0.044, 0.111]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,drop_flattened,macro_f1,drop_flattened,0.049362,0.020604,0.079413,"0.049 [0.021, 0.079]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,baseline,accuracy,baseline,0.757886,0.709277,0.806275,"0.758 [0.709, 0.806]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,sham,accuracy,sham,0.757886,0.709277,0.806275,"0.758 [0.709, 0.806]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,aperiodic,accuracy,aperiodic,0.601869,0.537131,0.665364,"0.602 [0.537, 0.665]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,flattened,accuracy,flattened,0.675878,0.613974,0.734640,"0.676 [0.614, 0.735]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,retention_sham,accuracy,retention_sham,1.000000,1.000000,1.000000,"1.000 [1.000, 1.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,retention_aperiodic,accuracy,retention_aperiodic,0.794142,0.709405,0.883320,"0.794 [0.709, 0.883]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,retention_flattened,accuracy,retention_flattened,0.891794,0.812433,0.971729,"0.892 [0.812, 0.972]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,drop_sham,accuracy,drop_sham,0.000000,0.000000,0.000000,"0.000 [0.000, 0.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,drop_aperiodic,accuracy,drop_aperiodic,0.156017,0.085366,0.224914,"0.156 [0.085, 0.225]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,shallow_fbcsp,,drop_flattened,accuracy,drop_flattened,0.082008,0.020738,0.144936,"0.082 [0.021, 0.145]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,baseline,balanced_accuracy,baseline,0.763513,0.713928,0.810781,"0.764 [0.714, 0.811]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,sham,balanced_accuracy,sham,0.763481,0.713926,0.810749,"0.763 [0.714, 0.811]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,aperiodic,balanced_accuracy,aperiodic,0.654598,0.582190,0.722536,"0.655 [0.582, 0.723]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,flattened,balanced_accuracy,flattened,0.550485,0.458813,0.640047,"0.550 [0.459, 0.640]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,retention_sham,balanced_accuracy,retention_sham,0.999958,0.999754,1.000000,"1.000 [1.000, 1.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,retention_aperiodic,balanced_accuracy,retention_aperiodic,0.857350,0.758912,0.952497,"0.857 [0.759, 0.952]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,retention_flattened,balanced_accuracy,retention_flattened,0.720990,0.608456,0.843468,"0.721 [0.608, 0.843]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,drop_sham,balanced_accuracy,drop_sham,0.000032,0.000000,0.000192,"0.000 [0.000, 0.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.108915,0.035206,0.187715,"0.109 [0.035, 0.188]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,drop_flattened,balanced_accuracy,drop_flattened,0.213028,0.117269,0.302222,"0.213 [0.117, 0.302]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,baseline,macro_f1,baseline,0.401070,0.376606,0.423696,"0.401 [0.377, 0.424]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,sham,macro_f1,sham,0.401059,0.376558,0.423693,"0.401 [0.377, 0.424]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,aperiodic,macro_f1,aperiodic,0.358368,0.319779,0.392200,"0.358 [0.320, 0.392]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,flattened,macro_f1,flattened,0.284800,0.235365,0.336829,"0.285 [0.235, 0.337]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,retention_sham,macro_f1,retention_sham,0.999973,0.999838,1.000000,"1.000 [1.000, 1.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,retention_aperiodic,macro_f1,retention_aperiodic,0.893531,0.788580,0.991766,"0.894 [0.789, 0.992]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,retention_flattened,macro_f1,retention_flattened,0.710101,0.595574,0.832964,"0.710 [0.596, 0.833]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,drop_sham,macro_f1,drop_sham,0.000011,0.000000,0.000066,"0.000 [0.000, 0.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,drop_aperiodic,macro_f1,drop_aperiodic,0.042702,0.003270,0.087007,"0.043 [0.003, 0.087]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,drop_flattened,macro_f1,drop_flattened,0.116270,0.066871,0.162641,"0.116 [0.067, 0.163]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,baseline,accuracy,baseline,0.763513,0.714996,0.810516,"0.764 [0.715, 0.811]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,sham,accuracy,sham,0.763481,0.714904,0.810511,"0.763 [0.715, 0.811]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,aperiodic,accuracy,aperiodic,0.654598,0.582291,0.721965,"0.655 [0.582, 0.722]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,flattened,accuracy,flattened,0.550485,0.461209,0.641509,"0.550 [0.461, 0.642]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,retention_sham,accuracy,retention_sham,0.999958,0.999753,1.000000,"1.000 [1.000, 1.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,retention_aperiodic,accuracy,retention_aperiodic,0.857350,0.759648,0.951826,"0.857 [0.760, 0.952]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,retention_flattened,accuracy,retention_flattened,0.720990,0.608992,0.838459,"0.721 [0.609, 0.838]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,drop_sham,accuracy,drop_sham,0.000032,0.000000,0.000192,"0.000 [0.000, 0.000]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,drop_aperiodic,accuracy,drop_aperiodic,0.108915,0.035611,0.186941,"0.109 [0.036, 0.187]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 age/sex-matched neural,tuab_normal_vs_abnormal,deep4,,drop_flattened,accuracy,drop_flattened,0.213028,0.121161,0.302260,"0.213 [0.121, 0.302]",174,3,10000,reports/tables/tuab_full_age_matched_multiseed_neural_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,baseline,balanced_accuracy,baseline,0.802017,0.780810,0.823012,"0.802 [0.781, 0.823]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,sham,balanced_accuracy,sham,0.800236,0.779143,0.821151,"0.800 [0.779, 0.821]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,aperiodic,balanced_accuracy,aperiodic,0.677907,0.650865,0.704143,"0.678 [0.651, 0.704]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,flattened,balanced_accuracy,flattened,0.691662,0.665687,0.718703,"0.692 [0.666, 0.719]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,drop_sham,balanced_accuracy,drop_sham,0.001780,0.000524,0.003021,"0.002 [0.001, 0.003]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,retention_sham,balanced_accuracy,retention_sham,0.997780,0.996254,0.999342,"0.998 [0.996, 0.999]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
TUAB,full v3.0.1 foundation-model multiseed,tuab_normal_vs_abnormal,BIOT,,drop_aperiodic,balanced_accuracy,drop_aperiodic,0.124110,0.099359,0.150993,"0.124 [0.099, 0.151]",253,3,10000,reports/tables/tuab_full_foundation_multiseed_subject_bootstrap.csv
