model,task,metric,estimate,point,ci_lower,ci_upper,ci,n_seeds,n_subjects,n_bootstrap,bootstrap_unit_1,bootstrap_unit_2,p_one_sided_positive,p_two_sided_zero,n_bootstrap_nonpositive,n_bootstrap_nonnegative,n_bootstrap_valid
deep4,tuab_normal_vs_abnormal,balanced_accuracy,drop_flattened,0.1290726494554466,0.07529212578082456,0.18359348405329387,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,macro_f1,baseline,0.4247470223050707,0.4068906005538184,0.4417401995816511,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,macro_f1,sham,0.4247470223050707,0.4068906005538184,0.4417401995816511,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,macro_f1,aperiodic,0.31895097798045585,0.2874995679921509,0.35106153053919464,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,macro_f1,flattened,0.35695320648343987,0.3297041637235098,0.38260677579292535,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,macro_f1,retention_sham,1.0,1.0,1.0,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,macro_f1,retention_aperiodic,0.7509198681359376,0.6773823446367359,0.8266063752570898,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,macro_f1,retention_flattened,0.8403901328048898,0.7798475589600128,0.8977903819805358,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,macro_f1,drop_sham,0.0,0.0,0.0,0.95,3,253,10000,seed,subject,1.0,1.0,10000,10000,10000
deep4,tuab_normal_vs_abnormal,macro_f1,drop_aperiodic,0.10579604432461487,0.07268309529730489,0.13827147182134003,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,macro_f1,drop_flattened,0.06779381582163085,0.0428592685926609,0.0942694128903034,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,accuracy,baseline,0.8159855487967342,0.7778046755285651,0.8529121705067112,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,accuracy,sham,0.8159855487967342,0.7778046755285651,0.8529121705067112,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,accuracy,aperiodic,0.5741959511245661,0.512566947988242,0.6358501532743147,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,accuracy,flattened,0.6869128993412876,0.6338187508893647,0.7379045079598942,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,accuracy,retention_sham,1.0,1.0,1.0,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,accuracy,retention_aperiodic,0.7036839708390485,0.6290529588340719,0.7818543764301401,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,accuracy,retention_flattened,0.8418199321718635,0.7782995995073466,0.9051423649662214,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,accuracy,drop_sham,0.0,0.0,0.0,0.95,3,253,10000,seed,subject,1.0,1.0,10000,10000,10000
deep4,tuab_normal_vs_abnormal,accuracy,drop_aperiodic,0.24178959767216812,0.17486403652344526,0.30729289189044484,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
deep4,tuab_normal_vs_abnormal,accuracy,drop_flattened,0.1290726494554466,0.07563607706873345,0.18362523175252157,0.95,3,253,10000,seed,subject,0.0,0.0,0,10000,10000
